uct_time,launch_name,payloads,rocket_name,rocket_boosters,rocket_height,rocket_diameter,rocket_mass,launchpad_name,launchpad_region,launchpad_geo,landpad,landpad_name,landpad_type,landpad_region,landpad_geo,outcome
2020-08-07T05:12:00.000Z,Starlink-9 (v1.0) & BlackSky Global 5-6,"[{'type': 'Satellite', 'mass': 15712, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-08-18T14:31:00.000Z,Starlink-10 (v1.0) & SkySat 19-21,"[{'type': 'Satellite', 'mass': 15440, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-08-30T23:18:00.000Z,"SAOCOM 1B, GNOMES-1, Tyvak-0172","[{'type': 'Satellite', 'mass': 3130, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2020-09-03T12:46:00.000Z,Starlink-11 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-10-06T11:29:00.000Z,Starlink-12 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-10-18T12:25:00.000Z,Starlink-13 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2020-10-24T15:31:00.000Z,Starlink-14 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2020-11-05T23:24:00.000Z,GPS III SV04 (Sacagawea),"[{'type': 'Satellite', 'mass': 3681, 'orbit': 'MEO'}]",Falcon 9,0,,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2020-11-16T00:27:00.000Z,Crew-1,"[{'type': 'Crew Dragon', 'mass': 12500, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2020-11-21T17:17:00.000Z,Sentinel-6 Michael Freilich,"[{'type': 'Satellite', 'mass': 1192, 'orbit': 'PO'}]",Falcon 9,0,,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,LZ-4,RTLS,California,"(34.632989, -120.615167)",Success
2020-11-25T02:13:00.000Z,Starlink-15 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-12-06T16:17:00.000Z,CRS-21,"[{'type': 'Dragon 2.0', 'mass': 2972, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2020-12-13T17:30:00.000Z,SXM-7,"[{'type': 'Satellite', 'mass': 7000, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2020-12-19T14:00:00.000Z,NROL-108,"[{'type': 'Satellite', 'mass': None, 'orbit': None}]",Falcon 9,0,70.0,,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,LZ-1,RTLS,,"(28.485833, -80.544444)",Success
2021-01-08T02:15:00.000Z,Turksat 5A,"[{'type': 'Satellite', 'mass': 3500, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-01-20T13:02:00.000Z,Starlink-16 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-01-24T15:00:00.000Z,Transporter-1,"[{'type': 'Satellite', 'mass': 5000, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-02-04T06:19:00.000Z,Starlink-18 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-02-16T03:59:00.000Z,Starlink-19 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-03-04T08:24:00.000Z,Starlink-17 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2021-03-11T08:13:00.000Z,Starlink-20 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-03-14T10:01:00.000Z,Starlink-21 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2021-03-24T08:28:00.000Z,Starlink-22 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-04-07T16:34:00.000Z,Starlink-23 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-04-23T09:49:00.000Z,Crew-2,"[{'type': 'Crew Dragon', 'mass': None, 'orbit': 'ISS'}]",Falcon 9,0,70.0,,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-04-29T03:44:00.000Z,Starlink-24 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-05-04T19:01:00.000Z,Starlink-25 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-05-09T06:42:00.000Z,Starlink-27 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2021-05-15T22:54:00.000Z,Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,"[{'type': 'Satellite', 'mass': 13632, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2021-05-26T18:59:00.000Z,Starlink-28 (v1.0),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2021-06-03T17:29:00.000Z,CRS-22 & IROSA,"[{'type': 'Dragon 2.0', 'mass': 3328, 'orbit': 'ISS'}]",Falcon 9,0,,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2021-06-06T04:26:00.000Z,SXM-8,"[{'type': 'Satellite', 'mass': 7000, 'orbit': 'GTO'}]",Falcon 9,0,70.0,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-06-17T16:09:00.000Z,GPS III SV05,"[{'type': 'Satellite', 'mass': 3681, 'orbit': 'MEO'}]",Falcon 9,0,70.0,,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-06-30T19:31:00.000Z,Transporter-2,"[{'type': 'Satellite', 'mass': None, 'orbit': 'SSO'}]",Falcon 9,0,,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2021-08-29T07:14:00.000Z,CRS-23,"[{'type': 'Dragon 2.0', 'mass': 2200, 'orbit': 'ISS'}]",Falcon 9,0,,,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2021-09-14T03:55:00.000Z,Starlink 2-1 (v1.5),"[{'type': 'Satellite', 'mass': 15600, 'orbit': 'PO'}]",Falcon 9,0,70.0,,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-09-16T00:02:00.000Z,Inspiration4,"[{'type': 'Crew Dragon', 'mass': 12519, 'orbit': 'LEO'}]",Falcon 9,0,70.0,,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-11-11T02:03:00.000Z,Crew-3,"[{'type': 'Crew Dragon', 'mass': 12510, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2021-11-13T12:40:00.000Z,Starlink 4-1 (v1.5),"[{'type': 'Satellite', 'mass': 15635, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.7,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2021-11-24T06:20:00.000Z,DART,"[{'type': 'Satellite', 'mass': 670, 'orbit': 'TLI'}]",Falcon 9,0,,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-12-01T23:20:00.000Z,Starlink 4-3 (v1.5),"[{'type': 'Satellite', 'mass': 11260, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2021-12-09T06:00:00.000Z,IXPE,"[{'type': 'Satellite', 'mass': 325, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2021-12-18T12:41:40.000Z,Starlink 4-4 (v1.5),"[{'type': 'Satellite', 'mass': 13470, 'orbit': 'PO'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2021-12-19T03:58:00.000Z,Türksat 5B,"[{'type': 'Satellite', 'mass': 3500, 'orbit': 'GTO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2021-12-21T10:06:00.000Z,CRS-24,"[{'type': 'Dragon 2.0', 'mass': 2989, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2022-01-06T21:49:00.000Z,Starlink 4-5 (v1.5),"[{'type': 'Satellite', 'mass': 14356, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-01-13T15:25:00.000Z,Transporter-3,"[{'type': 'Satellite', 'mass': None, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2022-01-19T00:04:00.000Z,Starlink 4-6 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,,"(33.7291858, -118.262015)",Success
2022-01-31T23:11:12.000Z,CSG-2,"[{'type': 'Satellite', 'mass': 2240, 'orbit': 'SSO'}]",Falcon 9,0,,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,LZ-1,RTLS,,"(28.485833, -80.544444)",Success
2022-02-02T20:18:00.000Z,NROL-87,"[{'type': 'Satellite', 'mass': None, 'orbit': 'LEO'}]",Falcon 9,0,,,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,LZ-4,RTLS,,"(34.632989, -120.615167)",Success
2022-02-03T18:13:00.000Z,Starlink 4-7 (v1.5),"[{'type': 'Satellite', 'mass': 14260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-02-21T14:44:00.000Z,Starlink 4-8 (v1.5),"[{'type': 'Satellite', 'mass': 12730, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,ASOG,ASDS,,"(33.7291858, -118.262015)",Success
2022-02-25T17:12:00.000Z,Starlink 4-11 (v1.5),"[{'type': 'Satellite', 'mass': 14760, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,,VAFB SLC 4E,California,"(34.632093, -120.610829)",,OCISLY,ASDS,,"(33.7291858, -118.262015)",Success
2022-03-03T14:35:00.000Z,Starlink 4-9 (v1.5),"[{'type': 'Satellite', 'mass': 13960, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2022-03-09T13:45:00.000Z,Starlink 4-10 (v1.5),"[{'type': 'Satellite', 'mass': 14160, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-03-19T03:24:00.000Z,Starlink 4-12 (v1.5),"[{'type': 'Satellite', 'mass': 16250, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2022-04-01T16:24:00.000Z,Transporter-4,"[{'type': 'Satellite', 'mass': 12690, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2022-04-08T15:17:00.000Z,Ax-1,"[{'type': 'Dragon 2.0', 'mass': 13400, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-04-17T13:13:00.000Z,NROL-85,"[{'type': 'Satellite', 'mass': 4567, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.7,,VAFB SLC 4E,California,"(34.632093, -120.610829)",,LZ-4,RTLS,California,"(34.632989, -120.615167)",Success
2022-04-21T15:16:00.000Z,Starlink 4-14 (v1.5),"[{'type': 'Satellite', 'mass': 16145, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2022-04-27T07:52:00.000Z,Crew-4,"[{'type': 'Crew Dragon', 'mass': 12756, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,,"(33.7291858, -118.262015)",Success
2022-04-29T21:27:00.000Z,Starlink 4-16 (v1.5),"[{'type': 'Satellite', 'mass': 16070, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2022-05-06T09:42:00.000Z,Starlink 4-17 (v1.5),"[{'type': 'Satellite', 'mass': 16795, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-05-13T22:07:00.000Z,Starlink 4-13 (v1.5),"[{'type': 'Satellite', 'mass': 13255, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2022-05-14T20:40:00.000Z,Starlink 4-15 (v1.5),"[{'type': 'Satellite', 'mass': 13275, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2022-05-18T10:40:00.000Z,Starlink 4-18 (v1.5),"[{'type': 'Satellite', 'mass': 13216, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-05-25T18:27:00.000Z,Transporter-5,"[{'type': 'Satellite', 'mass': None, 'orbit': 'SSO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,LZ-1,RTLS,Florida,"(28.485833, -80.544444)",Success
2022-06-08T21:04:00.000Z,Nilesat-301,"[{'type': 'Satellite', 'mass': 3938, 'orbit': 'GEO'}]",Falcon 9,0,70.0,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2022-06-01T17:08:50.000Z,Starlink 4-19 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-06-18T14:19:00.000Z,SARah 1,"[{'type': 'Satellite', 'mass': 2200, 'orbit': 'SSO'}]",Falcon 9,0,70.0,,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,LZ-4,RTLS,California,"(34.632989, -120.615167)",Success
2022-06-19T04:27:00.000Z,Globalstar FM15,"[{'type': 'Satellite', 'mass': 650, 'orbit': 'LEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2022-06-29T21:04:00.000Z,SES-22,"[{'type': 'Satellite', 'mass': 3369, 'orbit': 'MEO'}]",Falcon 9,0,70.0,3.7,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-07-07T13:11:00.000Z,Starlink 4-21 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2022-07-11T01:39:00.000Z,Starlink 3-1 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2022-07-15T00:44:00.000Z,CRS-25,"[{'type': 'Dragon 2.0', 'mass': None, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-07-17T14:50:00.000Z,Starlink 4-22 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2022-07-21T17:13:00.000Z,Starlink 3-2 (v1.5),"[{'type': 'Satellite', 'mass': 14100, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2022-07-24T00:00:00.000Z,Starlink 4-25 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-08-04T23:08:00.000Z,KPLO,"[{'type': 'Satellite', 'mass': 678, 'orbit': 'TLI'}]",Falcon 9,0,,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2022-08-09T22:57:00.000Z,Starlink 4-26 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,,"(33.7291858, -118.262015)",Success
2022-08-12T21:30:00.000Z,Starlink 3-3 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,,VAFB SLC 4E,California,"(34.632093, -120.610829)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2022-08-19T19:24:00.000Z,Starlink 4-27 (v1.5),"[{'type': 'Satellite', 'mass': 16000, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-08-28T02:22:00.000Z,Starlink 4-23 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-08-31T05:40:00.000Z,Starlink 3-4 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,,549054.0,VAFB SLC 4E,California,"(34.632093, -120.610829)",,OCISLY,ASDS,California,"(33.7291858, -118.262015)",Success
2022-09-05T02:09:00.000Z,Starlink 4-20 (v1.5) & Sherpa LTC-2/Varuna-TDM,"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}, {'type': 'Satellite', 'mass': 180, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2022-09-11T01:10:00.000Z,Starlink 4-2 (v1.5) & Blue Walker 3,"[{'type': 'Satellite', 'mass': 14760, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,ASOG,ASDS,Florida,"(33.7291858, -118.262015)",Success
2022-09-17T01:05:00.000Z,Starlink 4-34 (v1.5),"[{'type': 'Satellite', 'mass': 16100, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2022-09-24T23:30:00.000Z,Starlink 4-35 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,70.0,3.7,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,JRTI,ASDS,Florida,"(28.4104, -80.6188)",Success
2022-10-05T16:00:00.000Z,Crew-5,"[{'type': 'Crew Dragon', 'mass': None, 'orbit': 'ISS'}]",Falcon 9,0,70.0,3.7,549054.0,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,JRTI,ASDS,,"(28.4104, -80.6188)",Success
2022-11-01T13:41:00.000Z,USSF-44,"[{'type': 'Satellite', 'mass': 3700, 'orbit': 'GTO'}]",Falcon Heavy,2,70.0,,,KSC LC 39A,Florida,"(28.6080585, -80.6039558)",,,,,"(nan, nan)",Success
2022-10-20T14:50:00.000Z,Starlink 4-36 (v1.5),"[{'type': 'Satellite', 'mass': 13260, 'orbit': 'VLEO'}]",Falcon 9,0,,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-10-08T23:05:00.000Z,Galaxy 33 (15R) & 34 (12R),"[{'type': 'Satellite', 'mass': 7350, 'orbit': 'GTO'}]",Falcon 9,0,,,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-10-15T05:22:00.000Z,Hotbird 13F,"[{'type': 'Satellite', 'mass': 4501, 'orbit': 'GTO'}]",Falcon 9,0,,3.7,549054.0,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
2022-11-03T03:24:00.000Z,Hotbird 13G,"[{'type': 'Satellite', 'mass': 4351, 'orbit': 'GTO'}]",Falcon 9,0,70.0,,,CCSFS SLC 40,Florida,"(28.5618571, -80.577366)",,,,,"(nan, nan)",Success
