SKU,Name,Price,InStock,Categories,Tags
7274,Camerupt,124.0,27,"Eruption, Pokemon","camerupt, Eruption, Magma Armor"
4605,Torkoal,98.0,282,"Coal, Pokemon","Coal, torkoal, White Smoke"
7700,Spoink,163.0,208,"Bounce, Pokemon","Bounce, Own Tempo, spoink"
6263,Grumpig,182.0,60,"Manipulate, Pokemon","grumpig, Manipulate, Own Tempo"
7350,Spinda,149.0,156,"Pokemon, Spot Panda","spinda, Spot Panda, Tangled Feet"
4740,Trapinch,116.0,269,"Ant Pit, Pokemon","Ant Pit, Arena Trap, trapinch"
9249,Vibrava,200.0,218,"Pokemon, Vibration","Levitate, Vibration, vibrava"
4103,Flygon,174.0,42,"Mystic, Pokemon","flygon, Levitate, Mystic"
5000,Cacnea,105.0,31,"Cactus, Pokemon","cacnea, Cactus, Sand Veil"
8491,Cacturne,31.0,204,"Pokemon, Scarecrow","cacturne, Sand Veil, Scarecrow"
3915,Swablu,121.0,169,"Cotton Bird, Pokemon","Cotton Bird, Natural Cure, swablu"
9924,Altaria,104.0,136,"Humming, Pokemon","altaria, Humming, Natural Cure"
9903,Seviper,107.0,300,"Fang Snake, Pokemon","Fang Snake, seviper, Shed Skin"
5917,Lunatone,177.0,91,"Meteorite, Pokemon","Levitate, lunatone, Meteorite"
5510,Solrock,57.0,91,"Meteorite, Pokemon","Levitate, Meteorite, solrock"
6220,Whiscash,179.0,266,"Pokemon, Whiskers","Oblivious, whiscash, Whiskers"
8905,Corphish,178.0,62,"Pokemon, Ruffian","corphish, Ruffian, Shell Armor"
3652,Crawdaunt,173.0,21,"Pokemon, Rogue","crawdaunt, Rogue, Shell Armor"
8305,Baltoy,167.0,159,"Clay Doll, Pokemon","baltoy, Clay Doll, Levitate"
3698,Claydol,197.0,128,"Clay Doll, Pokemon","Clay Doll, claydol, Levitate"
2965,Lileep,87.0,268,"Pokemon, Sea Lily","lileep, Sea Lily, Suction Cups"
5809,Cradily,154.0,183,"Barnacle, Pokemon","Barnacle, cradily, Suction Cups"
2511,Anorith,64.0,222,"Old Shrimp, Pokemon","anorith, Battle Armor, Old Shrimp"
3328,Armaldo,42.0,78,"Plate, Pokemon","armaldo, Battle Armor, Plate"
6505,Feebas,194.0,146,"Fish, Pokemon","feebas, Fish, Oblivious"
4867,Milotic,152.0,79,"Pokemon, Tender","Marvel Scale, milotic, Tender"
9535,Castform,119.0,131,"Pokemon, Weather","castform, Forecast, Weather"
2351,Kecleon,100.0,53,"Color Swap, Pokemon","Color Change, Color Swap, kecleon"
7348,Shuppet,174.0,138,"Pokemon, Puppet","Insomnia, Puppet, shuppet"
6213,Banette,104.0,233,"Marionette, Pokemon","banette, Insomnia, Marionette"
6627,Duskull,139.0,75,"Pokemon, Requiem","duskull, Levitate, Requiem"
4994,Dusclops,39.0,82,"Beckon, Pokemon","Beckon, dusclops, Pressure"
7266,Tropius,196.0,66,"Fruit, Pokemon","Chlorophyll, fruit, tropius"
6688,Chimecho,51.0,43,"Pokemon, Wind Chime","chimecho, Levitate, Wind Chime"
3431,Absol,134.0,59,"Disaster, Pokemon","absol, Disaster, Pressure"
9836,Wynaut,168.0,155,"Bright, Pokemon","Bright, Shadow Tag, wynaut"
1099,Snorunt,82.0,80,"Pokemon, Snow Hat","Inner Focus, snorunt, Snow Hat"
8582,Glalie,178.0,14,"Face, Pokemon","Face, glalie, Inner Focus"
7748,Spheal,193.0,170,"Clap, Pokemon","Clap, spheal, Thick Fat"
4231,Sealeo,160.0,171,"Ball Roll, Pokemon","Ball Roll, sealeo, Thick Fat"
1600,Walrein,27.0,226,"Ice Break, Pokemon","Ice Break, Thick Fat, walrein"
2967,Clamperl,48.0,139,"Bivalve, Pokemon","Bivalve, clamperl, Shell Armor"
2805,Huntail,52.0,54,"Deep Sea, Pokemon","Deep Sea, huntail, Swift Swim"
9428,Gorebyss,150.0,165,"Pokemon, South Sea","gorebyss, South Sea, Swift Swim"
7988,Relicanth,157.0,14,"Longevity, Pokemon","Longevity, relicanth, Rock Head"
4868,Luvdisc,44.0,190,"Pokemon, Rendezvous","luvdisc, Rendezvous, Swift Swim"
3372,Bagon,34.0,232,"Pokemon, Rock Head","bagon, Rock Head"
1384,Shelgon,56.0,76,"Endurance, Pokemon","Endurance, Rock Head, shelgon"
7686,Salamence,62.0,242,"Dragon, Pokemon","Dragon, Intimidate, salamence"
3484,Beldum,122.0,93,"Iron Ball, Pokemon","beldum, Clear Body, Iron Ball"
6906,Metang,78.0,227,"Iron Claw, Pokemon","Clear Body, Iron Claw, metang"
8825,Metagross,170.0,177,"Iron Leg, Pokemon","Clear Body, Iron Leg, metagross"
5687,Regirock,66.0,65,"Pokemon, Rock Peak","Clear Body, regirock, Rock Peak"
2261,Regice,165.0,107,"Iceberg, Pokemon","Clear Body, Iceberg, regice"
6723,Registeel,196.0,67,"Iron, Pokemon","Clear Body, Iron, registeel"
5077,Latias,126.0,245,"Eon, Pokemon","Eon, latias, Levitate"
7850,Latios,166.0,197,"Eon, Pokemon","Eon, latios, Levitate"
5206,Kyogre,27.0,136,"Pokemon, Sea Basin","Drizzle, kyogre, Sea Basin"
6626,Groudon,124.0,138,"Continent, Pokemon","Continent, Drought, groudon"
5410,Rayquaza,97.0,31,"Pokemon, Sky High","Air Lock, rayquaza, Sky High"
7952,Jirachi,111.0,294,"Pokemon, Wish","jirachi, Serene Grace, Wish"
8788,Turtwig,101.0,254,"Pokemon, Tiny Leaf","Overgrow, Tiny Leaf, turtwig"
7359,Grotle,154.0,187,"Grove, Pokemon","grotle, Grove, Overgrow"
8373,Torterra,87.0,146,"Continent, Pokemon","Continent, Overgrow, torterra"
5021,Chimchar,143.0,242,"Chimp, Pokemon","Blaze, chimchar, Chimp"
8413,Monferno,68.0,299,"Playful, Pokemon","Blaze, monferno, Playful"
3225,Infernape,165.0,82,"Flame, Pokemon","Blaze, Flame, infernape"
5785,Prinplup,177.0,52,"Penguin, Pokemon","Penguin, prinplup, Torrent"
2449,Empoleon,42.0,232,"Emperor, Pokemon","Emperor, empoleon, Torrent"
3055,Starly,59.0,110,"Pokemon, Starling","Keen Eye, Starling, starly"
1799,Staravia,158.0,263,"Pokemon, Starling","Intimidate, staravia, Starling"
9866,Staraptor,42.0,131,"Pokemon, Predator","Intimidate, Predator, staraptor"
1171,Bidoof,128.0,264,"Plump Mouse, Pokemon","bidoof, Plump Mouse, Simple"
6844,Bibarel,114.0,156,"Beaver, Pokemon","Beaver, bibarel, Simple"
9812,Kricketot,94.0,137,"Cricket, Pokemon","Cricket, kricketot, Shed Skin"
8726,Kricketune,53.0,186,"Cricket, Pokemon","Cricket, kricketune, Swarm"
1507,Shinx,149.0,295,"Flash, Pokemon","Flash, Intimidate, shinx"
9734,Luxio,168.0,222,"Pokemon, Spark","Intimidate, luxio, Spark"
4317,Luxray,43.0,227,"Gleam Eyes, Pokemon","Gleam Eyes, Intimidate, luxray"
3438,Budew,171.0,62,"Bud, Pokemon","Bud, budew, Poison Point"
7696,Roserade,155.0,116,"Bouquet, Pokemon","Bouquet, Poison Point, roserade"
8627,Cranidos,47.0,98,"Head Butt, Pokemon","cranidos, Head Butt, Mold Breaker"
3536,Rampardos,196.0,91,"Head Butt, Pokemon","Head Butt, Mold Breaker, rampardos"
9942,Shieldon,42.0,284,"Pokemon, Shield","Shield, shieldon, Sturdy"
6537,Bastiodon,191.0,14,"Pokemon, Shield","bastiodon, Shield, Sturdy"
6129,Burmy,91.0,266,"Bagworm, Pokemon","Bagworm, burmy, Shed Skin"
2443,Mothim,177.0,151,"Moth, Pokemon","Moth, mothim, Swarm"
7856,Combee,111.0,254,"Pokemon, Tiny Bee","combee, Honey Gather, Tiny Bee"
1078,Vespiquen,104.0,123,"Beehive, Pokemon","Beehive, Pressure, vespiquen"
2264,Pachirisu,151.0,86,"EleSquirrel, Pokemon","EleSquirrel, pachirisu, Run Away"
9044,Buizel,55.0,62,"Pokemon, Sea Weasel","buizel, Sea Weasel, Swift Swim"
4591,Floatzel,40.0,116,"Pokemon, Sea Weasel","floatzel, Sea Weasel, Swift Swim"
5681,Cherubi,101.0,127,"Cherry, Pokemon","Cherry, cherubi, Chlorophyll"
2914,Cherrim,161.0,143,"Blossom, Pokemon","Blossom, cherrim, Flower Gift"
4538,Shellos,163.0,149,"Pokemon, Sea Slug","Sea Slug, shellos, Sticky Hold"
8490,Gastrodon,148.0,119,"Pokemon, Sea Slug","gastrodon, Sea Slug, Sticky Hold"
9199,Ambipom,36.0,247,"Long Tail, Pokemon","ambipom, Long Tail, Pickup"
6748,Drifloon,70.0,84,"Balloon, Pokemon","Aftermath, Balloon, drifloon"
9301,Drifblim,36.0,233,"Blimp, Pokemon","Aftermath, Blimp, drifblim"
6054,Buneary,180.0,204,"Pokemon, Rabbit","buneary, Rabbit, Run Away"
1079,Lopunny,123.0,85,"Pokemon, Rabbit","Cute Charm, lopunny, Rabbit"
7198,Mismagius,38.0,215,"Magical, Pokemon","Levitate, Magical, mismagius"
7873,Honchkrow,47.0,56,"Big Boss, Pokemon","Big Boss, honchkrow, Insomnia"
5014,Glameow,39.0,96,"Catty, Pokemon","Catty, glameow, Limber"
6724,Purugly,128.0,158,"Pokemon, Tiger Cat","Own Tempo, purugly, Tiger Cat"
7336,Stunky,106.0,12,"Pokemon, Skunk","Skunk, Stench, stunky"
6511,Skuntank,112.0,56,"Pokemon, Skunk","Skunk, skuntank, Stench"
3873,Bronzong,110.0,191,"Bronze Bell, Pokemon","Bronze Bell, bronzong, Levitate"
2897,Bonsly,106.0,273,"Bonsai, Pokemon","Bonsai, bonsly, Rock Head"
3409,Mime-jr,170.0,188,"Mime, Pokemon","Mime, mime-jr, Soundproof"
4766,Happiny,67.0,270,"Playhouse, Pokemon","happiny, Natural Cure, Playhouse"
1336,Chatot,78.0,261,"Music Note, Pokemon","chatot, Keen Eye, Music Note"
7680,Spiritomb,165.0,51,"Forbidden, Pokemon","Forbidden, Pressure, spiritomb"
6182,Gible,194.0,178,"Land Shark, Pokemon","gible, Land Shark, Sand Veil"
4593,Gabite,154.0,128,"Cave, Pokemon","Cave, gabite, Sand Veil"
8222,Garchomp,62.0,65,"Mach, Pokemon","garchomp, Mach, Sand Veil"
3240,Munchlax,190.0,239,"Big Eater, Pokemon","Big Eater, munchlax, Pickup"
6986,Riolu,70.0,86,"Emanation, Pokemon","Emanation, Inner Focus, riolu"
1059,Lucario,102.0,24,"Aura, Pokemon","Aura, Inner Focus, lucario"
2949,Hippopotas,189.0,231,"Hippo, Pokemon","Hippo, hippopotas, Sand Stream"
4356,Hippowdon,140.0,273,"Heavyweight, Pokemon","Heavyweight, hippowdon, Sand Stream"
8128,Skorupi,51.0,42,"Pokemon, Scorpion","Scorpion, skorupi, Sniper"
6958,Drapion,72.0,273,"Ogre Scorpion, Pokemon","drapion, Ogre Scorpion, Sniper"
7116,Croagunk,145.0,207,"Pokemon, Toxic Mouth","croagunk, Dry Skin, Toxic Mouth"
4991,Toxicroak,145.0,108,"Pokemon, Toxic Mouth","Dry Skin, Toxic Mouth, toxicroak"
3611,Carnivine,60.0,245,"Bug Catcher, Pokemon","Bug Catcher, carnivine, Levitate"
1938,Finneon,172.0,66,"Pokemon, Wing Fish","finneon, Swift Swim, Wing Fish"
6600,Lumineon,72.0,76,"Neon, Pokemon","lumineon, Neon, Swift Swim"
5241,Mantyke,121.0,117,"Kite, Pokemon","Kite, mantyke, Water Absorb"
3404,Snover,104.0,143,"Frost Tree, Pokemon","Frost Tree, snover, Snow Warning"
1468,Abomasnow,46.0,61,"Frost Tree, Pokemon","abomasnow, Frost Tree, Snow Warning"
1538,Magnezone,190.0,108,"Magnet Area, Pokemon","Magnet Area, magnezone, Sturdy"
5442,Lickilicky,101.0,125,"Licking, Pokemon","lickilicky, Licking, Oblivious"
1070,Rhyperior,79.0,161,"Drill, Pokemon","Drill, Lightning Rod, rhyperior"
8824,Tangrowth,108.0,136,"Pokemon, Vine","Chlorophyll, tangrowth, Vine"
5656,Electivire,61.0,155,"Pokemon, Thunderbolt","electivire, Motor Drive, Thunderbolt"
4979,Magmortar,200.0,149,"Blast, Pokemon","Blast, Flame Body, magmortar"
7955,Togekiss,158.0,208,"Jubilee, Pokemon","Jubilee, Serene Grace, togekiss"
6798,Yanmega,121.0,35,"Ogre Darner, Pokemon","Ogre Darner, Tinted Lens, yanmega"
2585,Leafeon,93.0,295,"Pokemon, Verdant","Leaf Guard, leafeon, Verdant"
1234,Glaceon,142.0,27,"Fresh Snow, Pokemon","Fresh Snow, glaceon, Snow Cloak"
4537,Gliscor,28.0,60,"Fang Scorpion, Pokemon","Fang Scorpion, gliscor, Sand Veil"
6994,Mamoswine,104.0,284,"Pokemon, Twin Tusk","mamoswine, Oblivious, Twin Tusk"
8023,Gallade,149.0,271,"Blade, Pokemon","Blade, gallade, Steadfast"
9871,Probopass,181.0,141,"Compass, Pokemon","Compass, probopass, Sturdy"
1866,Dusknoir,158.0,171,"Gripper, Pokemon","dusknoir, Gripper, Pressure"
1920,Froslass,86.0,67,"Pokemon, Snow Land","froslass, Snow Cloak, Snow Land"
3751,Rotom,42.0,208,"Plasma, Pokemon","Levitate, Plasma, rotom"
9949,Uxie,200.0,138,"Knowledge, Pokemon","Knowledge, Levitate, uxie"
3231,Mesprit,25.0,152,"Emotion, Pokemon","Emotion, Levitate, mesprit"
2350,Azelf,32.0,233,"Pokemon, Willpower","azelf, Levitate, Willpower"
5942,Dialga,179.0,104,"Pokemon, Temporal","dialga, Pressure, Temporal"
7745,Palkia,151.0,54,"Pokemon, Spatial","palkia, Pressure, Spatial"
3485,Heatran,142.0,120,"Lava Dome, Pokemon","Flash Fire, heatran, Lava Dome"
7091,Regigigas,77.0,226,"Colossal, Pokemon","Colossal, regigigas, Slow Start"
9194,Cresselia,34.0,16,"Lunar, Pokemon","cresselia, Levitate, Lunar"
9776,Phione,155.0,245,"Pokemon, Sea Drifter","Hydration, phione, Sea Drifter"
6259,Manaphy,74.0,186,"Pokemon, Seafaring","Hydration, manaphy, Seafaring"
9841,Darkrai,59.0,223,"Pitch-Black, Pokemon","Bad Dreams, darkrai, Pitch-Black"
1626,Arceus,53.0,72,"Alpha, Pokemon","Alpha, arceus, Multitype"
1260,Victini,109.0,174,"Pokemon, Victory","victini, Victory, Victory Star"
6745,Snivy,102.0,47,"Grass Snake, Pokemon","Grass Snake, Overgrow, snivy"
3149,Servine,154.0,82,"Grass Snake, Pokemon","Grass Snake, Overgrow, servine"
8781,Serperior,88.0,164,"Pokemon, Regal","Overgrow, Regal, serperior"
3764,Tepig,195.0,66,"Fire Pig, Pokemon","Blaze, Fire Pig, tepig"
5631,Pignite,149.0,151,"Fire Pig, Pokemon","Blaze, Fire Pig, pignite"
1657,Emboar,32.0,258,"Mega Fire Pig, Pokemon","Blaze, emboar, Mega Fire Pig"
5544,Oshawott,194.0,157,"Pokemon, Sea Otter","oshawott, Sea Otter, Torrent"
9988,Dewott,57.0,141,"Discipline, Pokemon","dewott, Discipline, Torrent"
7758,Samurott,106.0,279,"Formidable, Pokemon","Formidable, samurott, Torrent"
2903,Patrat,116.0,294,"Pokemon, Scout","Keen Eye, patrat, Scout"
1555,Watchog,141.0,294,"Lookout, Pokemon","Keen Eye, Lookout, watchog"
9237,Lillipup,28.0,29,"Pokemon, Puppy","lillipup, Pickup, Puppy"
9141,Herdier,164.0,227,"Loyal Dog, Pokemon","herdier, Intimidate, Loyal Dog"
6800,Stoutland,37.0,80,"Big-Hearted, Pokemon","Big-Hearted, Intimidate, stoutland"
5704,Purrloin,167.0,270,"Devious, Pokemon","Devious, Limber, purrloin"
5653,Liepard,104.0,32,"Cruel, Pokemon","Cruel, liepard, Limber"
6206,Pansage,197.0,195,"Grass Monkey, Pokemon","Gluttony, Grass Monkey, pansage"
5701,Simisage,98.0,286,"Pokemon, Thorn Monkey","Gluttony, simisage, Thorn Monkey"
1740,Pansear,194.0,247,"High Temp, Pokemon","Gluttony, High Temp, pansear"
5199,Simisear,38.0,140,"Ember, Pokemon","Ember, Gluttony, simisear"
4106,Panpour,52.0,271,"Pokemon, Spray","Gluttony, panpour, Spray"
9367,Simipour,61.0,101,"Geyser, Pokemon","Geyser, Gluttony, simipour"
1674,Munna,172.0,278,"Dream Eater, Pokemon","Dream Eater, munna, Synchronize"
1769,Musharna,58.0,98,"Drowsing, Pokemon","Drowsing, musharna, Synchronize"
5830,Pidove,172.0,290,"Pokemon, Tiny Pigeon","pidove, Super Luck, Tiny Pigeon"
2552,Tranquill,199.0,295,"Pokemon, Wild Pigeon","Super Luck, tranquill, Wild Pigeon"
1545,Unfezant,135.0,51,"Pokemon, Proud","Proud, Super Luck, unfezant"
7777,Zebstrika,138.0,137,"Pokemon, Thunderbolt","Lightning Rod, Thunderbolt, zebstrika"
7561,Roggenrola,41.0,96,"Mantle, Pokemon","Mantle, roggenrola, Sturdy"
1970,Boldore,76.0,278,"Ore, Pokemon","boldore, Ore, Sturdy"
7277,Gigalith,67.0,18,"Compressed, Pokemon","Compressed, gigalith, Sturdy"
5333,Woobat,27.0,289,"Bat, Pokemon","Bat, Unaware, woobat"
6207,Swoobat,49.0,109,"Courting, Pokemon","Courting, swoobat, Unaware"
4925,Drilbur,132.0,171,"Mole, Pokemon","drilbur, Mole, Sand Rush"
7949,Excadrill,36.0,49,"Pokemon, Subterrene","excadrill, Sand Rush, Subterrene"
5659,Audino,95.0,109,"Hearing, Pokemon","audino, Healer, Hearing"
2178,Timburr,194.0,150,"Muscular, Pokemon","Guts, Muscular, timburr"
8012,Gurdurr,179.0,105,"Muscular, Pokemon","gurdurr, Guts, Muscular"
3386,Conkeldurr,72.0,251,"Muscular, Pokemon","conkeldurr, Guts, Muscular"
8017,Palpitoad,117.0,36,"Pokemon, Vibration","Hydration, palpitoad, Vibration"
4146,Seismitoad,90.0,252,"Pokemon, Vibration","seismitoad, Swift Swim, Vibration"
3948,Throh,43.0,195,"Judo, Pokemon","Guts, Judo, throh"
6499,Sawk,129.0,95,"Karate, Pokemon","Inner Focus, Karate, sawk"
4022,Sewaddle,40.0,137,"Pokemon, Sewing","sewaddle, Sewing, Swarm"
9505,Swadloon,107.0,176,"Leaf-Wrapped, Pokemon","Chlorophyll, Leaf-Wrapped, swadloon"
5048,Leavanny,130.0,203,"Nurturing, Pokemon","leavanny, Nurturing, Swarm"
4582,Venipede,87.0,243,"Centipede, Pokemon","Centipede, Swarm, venipede"
6342,Whirlipede,84.0,170,"Curlipede, Pokemon","Curlipede, Swarm, whirlipede"
7491,Scolipede,153.0,28,"Megapede, Pokemon","Megapede, scolipede, Swarm"
3946,Cottonee,77.0,139,"Cotton Puff, Pokemon","Cotton Puff, cottonee, Prankster"
6481,Whimsicott,26.0,30,"Pokemon, Windveiled","Prankster, whimsicott, Windveiled"
3773,Petilil,118.0,109,"Bulb, Pokemon","Bulb, Chlorophyll, petilil"
4452,Lilligant,137.0,209,"Flowering, Pokemon","Chlorophyll, Flowering, lilligant"
8011,Sandile,136.0,235,"Desert Croc, Pokemon","Desert Croc, Intimidate, sandile"
3317,Krokorok,135.0,168,"Desert Croc, Pokemon","Desert Croc, Intimidate, krokorok"
2595,Krookodile,185.0,188,"Intimidation, Pokemon","Intimidate, Intimidation, krookodile"
2580,Darumaka,106.0,96,"Pokemon, Zen Charm","darumaka, Hustle, Zen Charm"
8956,Maractus,31.0,120,"Cactus, Pokemon","Cactus, Chlorophyll, maractus"
2996,Dwebble,75.0,47,"Pokemon, Rock Inn","dwebble, Rock Inn, Sturdy"
5980,Crustle,105.0,293,"Pokemon, Stone Home","crustle, Stone Home, Sturdy"
6618,Scraggy,112.0,95,"Pokemon, Shedding","scraggy, Shed Skin, Shedding"
2230,Scrafty,137.0,152,"Hoodlum, Pokemon","Hoodlum, scrafty, Shed Skin"
3922,Sigilyph,68.0,181,"Avianoid, Pokemon","Avianoid, Magic Guard, sigilyph"
4675,Yamask,171.0,168,"Pokemon, Spirit","Mummy, Spirit, yamask"
3040,Cofagrigus,160.0,195,"Coffin, Pokemon","cofagrigus, Coffin, Mummy"
2653,Tirtouga,60.0,98,"Pokemon, Prototurtle","Prototurtle, Sturdy, tirtouga"
9806,Carracosta,158.0,11,"Pokemon, Prototurtle","carracosta, Prototurtle, Sturdy"
4705,Archen,140.0,267,"First Bird, Pokemon","archen, Defeatist, First Bird"
1822,Archeops,126.0,181,"First Bird, Pokemon","archeops, Defeatist, First Bird"
3015,Trubbish,169.0,229,"Pokemon, Trash Bag","Stench, Trash Bag, trubbish"
6031,Garbodor,178.0,73,"Pokemon, Trash Heap","garbodor, Stench, Trash Heap"
6103,Zorua,81.0,245,"Pokemon, Tricky Fox","Illusion, Tricky Fox, zorua"
9722,Minccino,79.0,213,"Chinchilla, Pokemon","Chinchilla, Cute Charm, minccino"
3396,Cinccino,154.0,159,"Pokemon, Scarf","cinccino, Cute Charm, Scarf"
7024,Gothita,68.0,185,"Fixation, Pokemon","Fixation, Frisk, gothita"
5260,Gothorita,189.0,148,"Manipulate, Pokemon","Frisk, gothorita, Manipulate"
1473,Gothitelle,164.0,52,"Astral Body, Pokemon","Astral Body, Frisk, gothitelle"
7460,Solosis,134.0,226,"Cell, Pokemon","Cell, Magic Guard, solosis"
2453,Duosion,71.0,183,"Mitosis, Pokemon","duosion, Magic Guard, Mitosis"
1792,Reuniclus,168.0,193,"Multiplying, Pokemon","Magic Guard, Multiplying, reuniclus"
4228,Ducklett,159.0,275,"Pokemon, Water Bird","ducklett, Keen Eye, Water Bird"
5069,Swanna,36.0,238,"Pokemon, White Bird","Keen Eye, swanna, White Bird"
1774,Vanillite,108.0,284,"Fresh Snow, Pokemon","Fresh Snow, Ice Body, vanillite"
5776,Vanillish,93.0,218,"Icy Snow, Pokemon","Ice Body, Icy Snow, vanillish"
2362,Vanilluxe,89.0,30,"Pokemon, Snowstorm","Ice Body, Snowstorm, vanilluxe"
5837,Deerling,141.0,159,"Pokemon, Season","Chlorophyll, deerling, Season"
6782,Sawsbuck,76.0,299,"Pokemon, Season","Chlorophyll, sawsbuck, Season"
9391,Karrablast,41.0,296,"Clamping, Pokemon","Clamping, karrablast, Shed Skin"
1906,Escavalier,189.0,281,"Cavalry, Pokemon","Cavalry, escavalier, Swarm"
7154,Foongus,129.0,225,"Mushroom, Pokemon","Effect Spore, foongus, Mushroom"
5310,Frillish,63.0,32,"Floating, Pokemon","Floating, frillish, Water Absorb"
2412,Jellicent,114.0,216,"Floating, Pokemon","Floating, jellicent, Water Absorb"
8864,Alomomola,35.0,296,"Caring, Pokemon","alomomola, Caring, Hydration"
4385,Joltik,59.0,137,"Attaching, Pokemon","Attaching, Compound Eyes, joltik"
4595,Galvantula,57.0,61,"EleSpider, Pokemon","Compound Eyes, EleSpider, galvantula"
5368,Ferroseed,81.0,149,"Pokemon, Thorn Seed","ferroseed, Iron Barbs, Thorn Seed"
5533,Ferrothorn,182.0,74,"Pokemon, Thorn Pod","ferrothorn, Iron Barbs, Thorn Pod"
5294,Klink,75.0,84,"Gear, Pokemon","Gear, klink, Plus"
9991,Klang,162.0,114,"Gear, Pokemon","Gear, klang, Plus"
9489,Klinklang,178.0,87,"Gear, Pokemon","Gear, klinklang, Plus"
7438,Tynamo,82.0,46,"EleFish, Pokemon","EleFish, Levitate, tynamo"
5128,Eelektrik,198.0,150,"EleFish, Pokemon","eelektrik, EleFish, Levitate"
2066,Eelektross,123.0,111,"EleFish, Pokemon","eelektross, EleFish, Levitate"
3449,Elgyem,107.0,111,"Cerebral, Pokemon","Cerebral, elgyem, Synchronize"
7367,Beheeyem,34.0,68,"Cerebral, Pokemon","beheeyem, Cerebral, Synchronize"
7933,Litwick,37.0,76,"Candle, Pokemon","Candle, Flash Fire, litwick"
6418,Lampent,157.0,48,"Lamp, Pokemon","Flash Fire, Lamp, lampent"
9236,Axew,123.0,142,"Pokemon, Tusk","axew, Rivalry, Tusk"
8993,Fraxure,64.0,234,"Axe Jaw, Pokemon","Axe Jaw, fraxure, Rivalry"
3951,Haxorus,135.0,239,"Axe Jaw, Pokemon","Axe Jaw, haxorus, Rivalry"
3643,Cubchoo,62.0,45,"Chill, Pokemon","Chill, cubchoo, Snow Cloak"
1322,Beartic,28.0,272,"Freezing, Pokemon","beartic, Freezing, Snow Cloak"
5993,Cryogonal,72.0,203,"Crystallizing, Pokemon","cryogonal, Crystallizing, Levitate"
8708,Shelmet,190.0,131,"Pokemon, Snail","Hydration, shelmet, Snail"
7958,Accelgor,129.0,124,"Pokemon, Shell Out","accelgor, Hydration, Shell Out"
2448,Stunfisk,67.0,288,"Pokemon, Trap","Static, stunfisk, Trap"
2424,Mienfoo,197.0,82,"Martial Arts, Pokemon","Inner Focus, Martial Arts, mienfoo"
8121,Mienshao,50.0,253,"Martial Arts, Pokemon","Inner Focus, Martial Arts, mienshao"
4185,Druddigon,110.0,266,"Cave, Pokemon","Cave, druddigon, Rough Skin"
8500,Golett,89.0,274,"Automaton, Pokemon","Automaton, golett, Iron Fist"
5196,Golurk,74.0,133,"Automaton, Pokemon","Automaton, golurk, Iron Fist"
3172,Pawniard,37.0,58,"Pokemon, Sharp Blade","Inner Focus, pawniard, Sharp Blade"
8828,Bisharp,129.0,255,"Pokemon, Sword Blade","bisharp, Inner Focus, Sword Blade"
5666,Bouffalant,59.0,201,"Bash Buffalo, Pokemon","Bash Buffalo, bouffalant, Reckless"
8587,Rufflet,60.0,194,"Eaglet, Pokemon","Eaglet, Keen Eye, rufflet"
1770,Braviary,83.0,262,"Pokemon, Valiant","braviary, Keen Eye, Valiant"
8446,Vullaby,61.0,16,"Diapered, Pokemon","Big Pecks, Diapered, vullaby"
7635,Mandibuzz,89.0,296,"Bone Vulture, Pokemon","Big Pecks, Bone Vulture, mandibuzz"
5965,Heatmor,81.0,299,"Anteater, Pokemon","Anteater, Flash Fire, heatmor"
2490,Durant,28.0,272,"Iron Ant, Pokemon","durant, Iron Ant, Swarm"
8088,Deino,63.0,40,"Irate, Pokemon","deino, Hustle, Irate"
6661,Zweilous,199.0,69,"Hostile, Pokemon","Hostile, Hustle, zweilous"
9310,Hydreigon,86.0,299,"Brutal, Pokemon","Brutal, hydreigon, Levitate"
6817,Volcarona,94.0,57,"Pokemon, Sun","Flame Body, sun, volcarona"
5798,Cobalion,111.0,94,"Iron Will, Pokemon","cobalion, Iron Will, Justified"
1701,Terrakion,87.0,136,"Cavern, Pokemon","Cavern, Justified, terrakion"
7907,Virizion,156.0,161,"Grassland, Pokemon","Grassland, Justified, virizion"
6531,Reshiram,147.0,235,"Pokemon, Vast White","reshiram, Turboblaze, Vast White"
8154,Zekrom,135.0,253,"Deep Black, Pokemon","Deep Black, Teravolt, zekrom"
4041,Genesect,173.0,30,"Paleozoic, Pokemon","Download, genesect, Paleozoic"
2048,Chespin,185.0,267,"Pokemon, Spiny Nut","chespin, Overgrow, Spiny Nut"
7500,Quilladin,161.0,61,"Pokemon, Spiny Armor","Overgrow, quilladin, Spiny Armor"
5360,Chesnaught,96.0,145,"Pokemon, Spiny Armor","chesnaught, Overgrow, Spiny Armor"
1069,Fennekin,123.0,183,"Fox, Pokemon","Blaze, fennekin, Fox"
6617,Braixen,59.0,71,"Fox, Pokemon","Blaze, braixen, Fox"
3188,Delphox,170.0,146,"Fox, Pokemon","Blaze, delphox, Fox"
8475,Froakie,38.0,143,"Bubble Frog, Pokemon","Bubble Frog, froakie, Torrent"
4488,Frogadier,125.0,58,"Bubble Frog, Pokemon","Bubble Frog, frogadier, Torrent"
1004,Greninja,42.0,213,"Ninja, Pokemon","greninja, Ninja, Torrent"
1862,Bunnelby,66.0,194,"Digging, Pokemon","bunnelby, Digging, Pickup"
6897,Fletchling,43.0,127,"Pokemon, Tiny Robin","Big Pecks, fletchling, Tiny Robin"
